label,n_obs,n_intra,coef_log_d,se_log_d,coef_home,se_home,home_multiplier,r2,year,theta,d_min,spec
Bprime_y2020_theta-3.0_dmin500.0km,28881,8,-1.8596202019116035,0.0190307808690365,5.286033432959748,0.7285848340090579,197.55824118791278,0.7292034850618254,2020,-3.0,500.0,B_prime
Bprime_y2020_theta-5.0_dmin0.5km,28881,8,-1.8596202019116008,0.01903078086903648,-0.4960289567826588,0.7355538465754563,0.608944007758312,0.7292034850618254,2020,-5.0,0.5,B_prime
Bprime_y2020_theta-5.0_dmin1.0km,28881,8,-1.859620201911604,0.019030780869036524,0.36893821301577523,0.7342122520244707,1.4461982446860266,0.7292034850618254,2020,-5.0,1.0,B_prime
Bprime_y2020_theta-5.0_dmin2.0km,28881,8,-1.8596202019116044,0.019030780869036527,1.1387628414061934,0.7331060594897387,3.1229024487013093,0.7292034850618254,2020,-5.0,2.0,B_prime
Bprime_y2020_theta-5.0_dmin5.0km,28881,8,-1.8596202019115988,0.019030780869036507,2.0618738385913127,0.7318892180635381,7.860685674606553,0.7292034850618254,2020,-5.0,5.0,B_prime
Bprime_y2020_theta-5.0_dmin10.0km,28881,8,-1.859620201911599,0.01903078086903651,2.6949454112082107,0.7311240978248785,14.80471055996652,0.7292034850618255,2020,-5.0,10.0,B_prime
Bprime_y2020_theta-5.0_dmin20.0km,28881,8,-1.859620201911599,0.019030780869036503,3.2173473556031196,0.7305353960710121,24.961817456228843,0.7292034850618254,2020,-5.0,20.0,B_prime
Bprime_y2020_theta-5.0_dmin50.0km,28881,8,-1.8596202019115993,0.019030780869036517,3.808864534123981,0.729915505468186,45.09920117852674,0.7292034850618254,2020,-5.0,50.0,B_prime
Bprime_y2020_theta-5.0_dmin100.0km,28881,8,-1.8596202019116042,0.019030780869036534,4.161318643693535,0.7295697748094535,64.1560658381017,0.7292034850618254,2020,-5.0,100.0,B_prime
Bprime_y2020_theta-5.0_dmin200.0km,28881,8,-1.8596202019115984,0.019030780869036493,4.475901284626353,0.7292761219166077,87.87376400248667,0.7292034850618255,2020,-5.0,200.0,B_prime
Bprime_y2020_theta-5.0_dmin500.0km,28881,8,-1.8596202019116013,0.019030780869036503,4.708295622970821,0.7290682430823434,110.86304636148523,0.7292034850618254,2020,-5.0,500.0,B_prime
Bprime_y2020_theta-7.0_dmin0.5km,28881,8,-1.859620201911603,0.019030780869036527,-0.9240124717097893,0.736256117384416,0.3969231984840728,0.7292034850618254,2020,-7.0,0.5,B_prime
Bprime_y2020_theta-7.0_dmin1.0km,28881,8,-1.8596202019115984,0.019030780869036514,-0.059045301911556436,0.7348630491375611,0.9426640637057463,0.7292034850618254,2020,-7.0,1.0,B_prime
Bprime_y2020_theta-7.0_dmin2.0km,28881,8,-1.859620201911605,0.01903078086903651,0.7107793264788507,0.7337108110042255,2.0355770197249043,0.7292034850618254,2020,-7.0,2.0,B_prime
Bprime_y2020_theta-7.0_dmin5.0km,28881,8,-1.8596202019116037,0.01903078086903654,1.633890323664,0.7324384860047916,5.123769115863523,0.7292034850618254,2020,-7.0,5.0,B_prime
Bprime_y2020_theta-7.0_dmin10.0km,28881,8,-1.8596202019116002,0.019030780869036517,2.2669618962810265,0.7316351574029749,9.650038416052238,0.7292034850618254,2020,-7.0,10.0,B_prime
Bprime_y2020_theta-7.0_dmin20.0km,28881,8,-1.8596202019116002,0.019030780869036517,2.7893638406758656,0.7310148369116096,16.270665772990274,0.7292034850618254,2020,-7.0,20.0,B_prime
Bprime_y2020_theta-7.0_dmin50.0km,28881,8,-1.8596202019116022,0.0190307808690365,3.380881019196735,0.7303590527721193,29.39665872853166,0.7292034850618254,2020,-7.0,50.0,B_prime
Bprime_y2020_theta-7.0_dmin100.0km,28881,8,-1.8596202019115995,0.01903078086903652,3.7333351287661847,0.7299918915474879,41.8183454146337,0.7292034850618254,2020,-7.0,100.0,B_prime
Bprime_y2020_theta-7.0_dmin200.0km,28881,8,-1.8596202019115993,0.019030780869036524,4.047917769699064,0.7296790848910998,57.278066663461544,0.7292034850618254,2020,-7.0,200.0,B_prime
Bprime_y2020_theta-7.0_dmin500.0km,28881,8,-1.8596202019115968,0.019030780869036493,4.280312108043431,0.7294570413795018,72.26299034860106,0.7292034850618254,2020,-7.0,500.0,B_prime
